,
AAEC,3324
AAEC,4464
AFST,1714
AFST,2044
AFST,2204
AFST,2275
AFST,2276
AFST,2644
AFST,2984G
AINS,2414
AINS,3174
AINS,4114
ALCE,2414
APS,1704
APS,2404
APS,2434
APS,3124
ARCH,1044
ART,3034
ART,3044
ART,3684
ART,3884
ART,4014
CINE,4144
COMM,2094
COMM,2754H
CRIM,2504
CRIM,3124
DANC,2004
DANC,2014
ECON,1104
ECON,1204
ECON,1214
ECON,3034
EDCI,2674
EDCI,3024
EDCI,4014
EDCI,3954G
EDCO,2004
ENGE,2524
ENGL,1514
ENGL,2044
ENGL,2634
ENGL,2644
ENGL,2724
ENGR,2984G
FMD,1204
FREC,4464
HD,1134
HD,2014
HD,3954G
HIST,1084
HIST,1115
HIST,1116
HIST,1764
HIST,2104
HIST,2134
HIST,2264
HIST,2275
HIST,2276
HIST,2494
HIST,2504
HIST,2514
HIST,2534
HIST,2724
HIST,3124
HIST,3164
HIST,3174
HIST,3724
HIST,3734
HIST,4014
HTM,4434
HUM,1704
HUM,2404
HUM,3034
HUM,3034H
IS,1004
IS,2484
LAHS,2724
MGT,2204
MGT,3444
MGT,4334
MGT,2984G
MUS,1124
MUS,2134
MUS,3194
PHIL,2314
PHIL,3614
PM,4744
PPE,1004
PSCI,1004
PSCI,1014
PSCI,1084
PSCI,2484
PSCI,1014H
PSYC,3024
PSYC,4154
RED,4604
RED,4604H
RLCL,1084
RLCL,2124
RLCL,2204
RLCL,2484
RLCL,2514
RLCL,3034
RLCL,3034H
SOC,1004
SOC,1084
SOC,2004
SOC,2014
SOC,2024
SOC,2034
SOC,2514
SOC,3314
SOC,3404
SPAN,3514
SPAN,3534
SPAN,3564
SPES,2244
SPIA,1044
SPIA,2554
SPIA,3704
STS,2034
STS,2664
STS,2724
STS,3124
STS,3734
TA,2044
TA,2984G
WATR,4464
WGS,2204
